Date,Stage,Match,Team,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,K,D,A,Gold,Level,Win,Tower,Lord ,Turtle,"Buff 
Merah","Buff
 Biru"
3/10/2024,Regular Season,2,Geek Fam ID,Caderaa,Karrie,Marksman,Joy,Assassin,Purify,Fighter,Swift,Festival of Blood,Brave Smite,18:43,0,1,1,11,15,Lose,3,0,0,5,5
3/10/2024,Regular Season,2,"ONIC",Butsss,Yu Zhong,Fighter,Nolan,Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,18:43,4,1,5,13,15,Win,8,3,3,12,11
3/10/2024,Regular Season,2,"ONIC",Kairi,Fredrinn,Fighter/Tank,Faramis,Support/Mage,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,18:43,4,0,7,11.4,15,Win,8,3,3,12,11
3/10/2024,Regular Season,2,"ONIC",Sanz,Vexana,Mage,Guinevere,Fighter,Purify,Mage,Inspire,Bargain Hunter,Impure Rage,18:43,6,1,11,11.8,15,Win,8,3,3,12,11
3/10/2024,Regular Season,2,"ONIC",Kiboy,Grock,Tank/Fighter,Lylia,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,18:43,2,0,12,9.1,15,Win,8,3,3,12,11
3/10/2024,Regular Season,2,"ONIC",CW,Claude,Marksman,Valentina,Mage,Purify,Common,Agility,Tenacity,Quantum Charge,18:43,3,0,12,16.2,15,Win,8,3,3,12,11
3/10/2024,Regular Season,1,RRQ Hoshi,Donn,X.Borg,Fighter,Ruby,Fighter/Tank,Flicker,Tank,Vitality,Festival of Blood,Brave Smite,28:38,2,2,4,14.6,15,Lose,2,0,1,11,6
3/10/2024,Regular Season,1,RRQ Hoshi,Irrad,Barats,Tank/Fighter,Nolan,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,28:38,1,6,4,16.4,15,Lose,2,0,1,11,6
3/10/2024,Regular Season,1,RRQ Hoshi,Octa,Vexana,Mage,Arlott,Fighter/Assassin,Flicker,Mage,Rupture,Bargain Hunter,Impure Rage,28:38,0,2,8,14.9,15,Lose,2,0,1,11,6
3/10/2024,Regular Season,1,RRQ Hoshi,Brusko,Minotaur,Tank/Support,Martis,Fighter,Flicker,Tank,Vitality,Bargain Hunter,Concussive Blast,28:38,2,3,6,12.3,15,Lose,2,0,1,11,6
3/10/2024,Regular Season,1,RRQ Hoshi,Skylar,Clint,Marksman,Grock,Tank/Fighter,Flicker,Assassin,Rupture,Weapons Master,Quantum Charge,28:38,3,0,1,21.1,15,Lose,2,0,1,11,6
3/10/2024,Regular Season,1,AURA Fire,Aran,Paquito,Fighter/Assassin,Bruno,Marksman,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,28:38,4,2,4,18.6,15,Win,9,6,2,15,20
3/10/2024,Regular Season,1,AURA Fire,Gugun,Akai,Tank,Claude,Marksman,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,28:38,1,2,11,16,15,Win,9,6,2,15,20
3/10/2024,Regular Season,1,AURA Fire,Yehezkiel,Novaria,Mage,Guinevere,Fighter,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,28:38,1,0,12,19.7,15,Win,9,6,2,15,20
3/10/2024,Regular Season,1,AURA Fire,Yawi,Tigreal,Tank,Joy,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,28:38,1,4,8,13.2,15,Win,9,6,2,15,20
3/10/2024,Regular Season,1,AURA Fire,Kabuki,Karrie,Marksman,Mathilda,Support/Assassin,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,28:38,6,0,2,20.1,15,Win,9,6,2,15,20
3/10/2024,Regular Season,2,AURA Fire,Aran,Yu Zhong,Fighter,Fanny,Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,15:51,0,2,3,7.5,14,Lose,1,0,2,7,4
3/10/2024,Regular Season,2,AURA Fire,Gugun,Barats,Tank/Fighter,Baxia,Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,15:51,1,3,2,7.4,14,Lose,1,0,2,7,4
3/10/2024,Regular Season,2,AURA Fire,Yehezkiel,Valentina,Mage,Claude,Marksman,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,15:51,0,4,3,7.9,14,Lose,1,0,2,7,4
3/10/2024,Regular Season,2,AURA Fire,Yawi,Mathilda,Support/Assassin,Arlott,Fighter/Assassin,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,15:51,0,3,4,6.1,13,Lose,1,0,2,7,4
3/10/2024,Regular Season,2,AURA Fire,Kabuki,Bruno,Marksman,Ruby,Fighter/Tank,Flicker,Assassin,Fatal,Tenacity,Quantum Charge,15:51,3,3,0,11.2,15,Lose,1,0,2,7,4
3/10/2024,Regular Season,2,RRQ Hoshi,Donn,Cici,Fighter,Nolan,Assassin,Vengeance,Tank,Inspire,Festival of Blood,Brave Smite,15:51,3,1,7,9.4,15,Win,8,2,1,7,12
3/10/2024,Regular Season,2,RRQ Hoshi,Irrad,Fredrinn,Fighter/Tank,Joy,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,15:51,3,2,10,10.8,14,Win,8,2,1,7,12
3/10/2024,Regular Season,2,RRQ Hoshi,Octa,Vexana,Mage,Novaria,Mage,Flicker,Mage,Rupture,Bargain Hunter,Impure Rage,15:51,2,0,8,9.2,15,Win,8,2,1,7,12
3/10/2024,Regular Season,2,RRQ Hoshi,Brusko,Minotaur,Tank/Support,Paquito,Fighter/Assassin,Flicker,Tank,Vitality,Bargain Hunter,Concussive Blast,15:51,1,1,11,7.7,15,Win,8,2,1,7,12
3/10/2024,Regular Season,2,RRQ Hoshi,Skylar,Karrie,Marksman,X.Borg,Fighter,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,15:51,6,0,5,11.9,15,Win,8,2,1,7,12
3/10/2024,Regular Season,3,RRQ Hoshi,Donn,Cici,Fighter,Nolan,Assassin,Vengeance,Tank,Inspire,Festival of Blood,Brave Smite,16:08,1,3,3,8.8,14,Win,8,1,2,10,9
3/10/2024,Regular Season,3,RRQ Hoshi,Irrad,Baxia,Tank,Ruby,Fighter/Tank,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,16:08,1,2,5,9.8,15,Win,8,1,2,10,9
3/10/2024,Regular Season,3,RRQ Hoshi,Octa,Valentina,Mage,Karrie,Marksman,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,16:08,1,2,4,8.9,15,Win,8,1,2,10,9
3/10/2024,Regular Season,3,RRQ Hoshi,Brusko,Angela,Support,Guinevere,Fighter,Flicker,Support,Inspire,Bargain Hunter,Impure Rage,16:08,2,0,7,7.6,14,Win,8,1,2,10,9
3/10/2024,Regular Season,3,RRQ Hoshi,Skylar,Claude,Marksman,Fredrinn,Fighter/Tank,Purify,Common,Swift,Tenacity,Quantum Charge,16:08,4,0,4,14.1,15,Win,8,1,2,10,9
3/10/2024,Regular Season,3,AURA Fire,Aran,X.Borg,Fighter,Lylia,Mage,Flicker,Fighter,Inspire,Festival of Blood,Impure Rage,16:08,3,0,4,9.2,15,Lose,3,1,1,6,6
3/10/2024,Regular Season,3,AURA Fire,Gugun,Barats,Tank/Fighter,Vexana,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:08,1,3,6,8.3,15,Lose,3,1,1,6,6
3/10/2024,Regular Season,3,AURA Fire,Yehezkiel,Novaria,Mage,Minotaur,Tank/Support,Flicker,Mage,Rupture,Weapons Master,Lethal Ignition,16:08,1,1,5,8.2,14,Lose,3,1,1,6,6
3/10/2024,Regular Season,3,AURA Fire,Yawi,Arlott,Fighter/Assassin,Joy,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,16:08,0,3,5,6.2,15,Lose,3,1,1,6,6
3/10/2024,Regular Season,3,AURA Fire,Kabuki,Brody,Marksman,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Quantum Charge,16:08,2,2,3,10.8,15,Lose,3,1,1,6,6
3/10/2024,Regular Season,1,"Bigetron Alpha",Xorizo,X.Borg,Fighter,Natalia,Assassin,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,20:55,1,2,9,12.7,15,Win,9,1,1,10,9
3/10/2024,Regular Season,1,"Bigetron Alpha",Kenn,Guinevere,Fighter,Faramis,Support/Mage,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,20:55,2,4,9,10.5,15,Win,9,1,1,10,9
3/10/2024,Regular Season,1,"Bigetron Alpha",Morenoo,Vexana,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,20:55,1,1,10,13.2,15,Win,9,1,1,10,9
3/10/2024,Regular Season,1,"Bigetron Alpha",Kyy,Tigreal,Tank,Claude,Marksman,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,20:55,1,4,8,9.9,15,Win,9,1,1,10,9
3/10/2024,Regular Season,1,"Bigetron Alpha",EMANN,Karrie,Marksman,Bruno,Marksman,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,20:55,8,1,4,18.1,15,Win,9,1,1,10,9
3/10/2024,Regular Season,1,EVOS Glory,Veldora,Cici,Fighter,Fanny,Assassin,Vengeance,Fighter,Agility,Festival of Blood,Brave Smite,20:55,5,4,7,11.5,15,Lose,8,2,2,7,11
3/10/2024,Regular Season,1,EVOS Glory,VAN,Baxia,Tank,Grock,Tank/Fighter,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,20:55,0,3,6,10.5,15,Lose,8,2,2,7,11
3/10/2024,Regular Season,1,EVOS Glory,Warlord,Valentina,Mage,Ruby,Fighter/Tank,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,20:55,2,3,5,11.3,15,Lose,8,2,2,7,11
3/10/2024,Regular Season,1,EVOS Glory,VaanStrong,Angela,Support,Joy,Assassin,Flicker,Common,Inspire,Wilderness Blessing.,Focusing Mark,20:55,3,2,6,11,15,Lose,8,2,2,7,11
3/10/2024,Regular Season,1,EVOS Glory,Branz,Clint,Marksman,Nolan,Assassin,Flicker,Assassin,Fatal,Tenacity,Quantum Charge,20:55,2,1,2,13.4,15,Lose,8,2,2,7,11
3/10/2024,Regular Season,2,"Bigetron Alpha",Xorizo,Arlott,Fighter/Assassin,Faramis,Support/Mage,Flicker,Tank,Agility,Tenacity,Brave Smite,11:55,2,1,5,7.5,12,Win,8,1,3,5,8
3/10/2024,Regular Season,2,"Bigetron Alpha",Kenn,Guinevere,Fighter,Natalia,Assassin,Retribution,Mage,Thrill,Seasoned Hunter,Impure Rage,11:55,3,1,7,7.3,13,Win,8,1,3,5,8
3/10/2024,Regular Season,2,"Bigetron Alpha",Morenoo,Novaria,Mage,Cici,Fighter,Sprint,Common,Rupture,Wilderness Blessing.,Impure Rage,11:55,1,0,10,8,13,Win,8,1,3,5,8
3/10/2024,Regular Season,2,"Bigetron Alpha",Kyy,Diggie,Support,Baxia,Tank,Flicker,Assassin,Firmness,Tenacity,Impure Rage,11:55,0,2,10,6.1,11,Win,8,1,3,5,8
3/10/2024,Regular Season,2,"Bigetron Alpha",EMANN,Bruno,Marksman,Benedetta,Assassin/Fighter,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,11:55,7,0,4,11.6,15,Win,8,1,3,5,8
3/10/2024,Regular Season,2,EVOS Glory,Veldora,Terizla,Fighter,Fanny,Assassin,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,11:55,0,2,2,5.7,11,Lose,1,0,0,4,4
3/10/2024,Regular Season,2,EVOS Glory,VAN,Fanny,Assassin,Grock,Tank/Fighter,Retribution,Assassin,Thrill,Seasoned Hunter,Impure Rage,11:55,2,2,1,7.6,13,Lose,1,0,0,4,4
3/10/2024,Regular Season,2,EVOS Glory,Warlord,Novaria,Mage,Mathilda,Support/Assassin,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,11:55,2,1,1,6.2,11,Lose,1,0,0,4,4
3/10/2024,Regular Season,2,EVOS Glory,VaanStrong,Ruby,Fighter/Tank,Nolan,Assassin,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,11:55,0,6,2,4.6,10,Lose,1,0,0,4,4
3/10/2024,Regular Season,2,EVOS Glory,Branz,Karrie,Marksman,Joy,Assassin,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,11:55,0,2,2,6.6,11,Lose,1,0,0,4,4
3/15/2024,Regular Season,1,RRQ Hoshi,Banana,Thamuz,Fighter,Paquito,Fighter/Assassin,Vengeance,Fighter,Swift,Festival of Blood,Brave Smite,11:28,0,3,0,5576,11,Lose,1,0,2,6,4
3/15/2024,Regular Season,1,RRQ Hoshi,Irrad,Joy,Assassin,Valentina,Mage,Retribution,Mage,Inspire,Seasoned Hunter,Impure Rage,11:28,0,3,1,7563,14,Lose,1,0,2,6,4
3/15/2024,Regular Season,1,RRQ Hoshi,Clay,Angela,Support,Novaria,Mage,Flicker,Mage,Inspire,Bargain Hunter,Brave Smite,11:28,2,0,0,5975,11,Lose,1,0,2,6,4
3/15/2024,Regular Season,1,RRQ Hoshi,Brusko,Minotaur,Tank/Support,Tigreal,Tank,Flicker,Tank,Firmness,Tenacity,Concussive Blast,11:28,0,3,1,4492,10,Lose,1,0,2,6,4
3/15/2024,Regular Season,1,RRQ Hoshi,Bunnyqt,Bruno,Marksman,Ruby,Fighter/Tank,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,11:28,0,1,1,7657,12,Lose,1,0,2,6,4
3/15/2024,Regular Season,1,Rebellion Esports,Karss,Benedetta,Assassin/Fighter,Mathilda,Support/Assassin,Petrify,Fighter,Thrill,Festival of Blood,Lethal Ignition,11:28,3,1,5,8703,14,Win,8,1,1,5,7
3/15/2024,Regular Season,1,Rebellion Esports,Vincentt,Baxia,Tank,Nolan,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,11:28,1,0,6,7240,14,Win,8,1,1,5,7
3/15/2024,Regular Season,1,Rebellion Esports,SwayLow,Faramis,Support/Mage,Cici,Fighter,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,11:28,4,0,5,8055,13,Win,8,1,1,5,7
3/15/2024,Regular Season,1,Rebellion Esports,AudyTzy,Kaja,Support/Fighter,X.Borg,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Quantum Charge,11:28,0,1,6,5866,11,Win,8,1,1,5,7
3/15/2024,Regular Season,1,Rebellion Esports,Deee,Karrie,Marksman,Terizla,Fighter,Flicker,Fighter,Firmness,Tenacity,Brave Smite,11:28,2,0,2,9537,13,Win,8,1,1,5,7
3/15/2024,Regular Season,2,RRQ Hoshi,Banana,Benedetta,Assassin/Fighter,Claude,Marksman,Petrify,Fighter,Thrill,Festival of Blood,Quantum Charge,"25:39",5,2,0,17206,15,Lose,8,2,0,7,7
3/15/2024,Regular Season,2,RRQ Hoshi,Irrad,Fredrinn,Fighter/Tank,Minotaur,Tank/Support,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,"25:39",0,3,6,14775,15,Lose,8,2,0,7,7
3/15/2024,Regular Season,2,RRQ Hoshi,Clay,Valentina,Mage,X.Borg,Fighter,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,"25:39",3,2,5,14376,15,Lose,8,2,0,7,7
3/15/2024,Regular Season,2,RRQ Hoshi,Brusko,Chou,Fighter,Joy,Assassin,Flicker,Tank,Vitality,Wilderness Blessing.,Concussive Blast,"25:39",0,4,9,11930,15,Lose,8,2,0,7,7
3/15/2024,Regular Season,2,RRQ Hoshi,Bunnyqt,Karrie,Marksman,Ruby,Fighter/Tank,Purify,Fighter,Swift,Festival of Blood,Brave Smite,"25:39",3,2,4,16317,15,Lose,8,2,0,7,7
3/15/2024,Regular Season,2,Rebellion Esports,Karss,Paquito,Fighter/Assassin,Mathilda,Support/Assassin,Sprint,Fighter,Rupture,Festival of Blood,Quantum Charge,"25:39",4,3,5,17381,15,Win,8,3,3,12,15
3/15/2024,Regular Season,2,Rebellion Esports,Vincentt,Barats,Tank/Fighter,Nolan,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,"25:39",3,4,3,15488,15,Win,8,3,3,12,15
3/15/2024,Regular Season,2,Rebellion Esports,SwayLow,Novaria,Mage,Cici,Fighter,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,"25:39",3,2,7,14479,15,Win,8,3,3,12,15
3/15/2024,Regular Season,2,Rebellion Esports,AudyTzy,Selena,Assassin/Mage,Kaja,Support/Fighter,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,"25:39",0,1,6,12448,15,Win,8,3,3,12,15
3/15/2024,Regular Season,2,Rebellion Esports,Deee,Bruno,Marksman,Vexana,Mage,Purify,Assassin,Fatal,Tenacity,Quantum Charge,"25:39",3,1,3,17722,15,Win,8,3,3,12,15
3/15/2024,Regular Season,1,AURA Fire,Aran,X.Borg,Fighter,Novaria,Mage,Flicker,Tank,Inspire,Festival of Blood,Brave Smite,17:25,4,1,4,11515,15,Win,9,3,2,12,8
3/15/2024,Regular Season,1,AURA Fire,Gugun,Baxia,Tank,Faramis,Support/Mage,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,17:25,2,0,6,11259,15,Win,9,3,2,12,8
3/15/2024,Regular Season,1,AURA Fire,Yehezkiel,Vexana,Mage,Joy,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:25,1,2,8,10065,15,Win,9,3,2,12,8
3/15/2024,Regular Season,1,AURA Fire,Yawi,Chou,Fighter,Arlott,Fighter/Assassin,Flicker,Tank,Agility,Wilderness Blessing.,Concussive Blast,17:25,2,1,5,8759,15,Win,9,3,2,12,8
3/15/2024,Regular Season,1,AURA Fire,Kabuki,Claude,Marksman,Cici,Fighter,Purify,Common,Agility,Tenacity,Quantum Charge,17:25,1,1,4,13293,15,Win,9,3,2,12,8
3/15/2024,Regular Season,1,EVOS Glory,Veldora,Barats,Tank/Fighter,Mathilda,Support/Assassin,Flicker,Common,Firmness,Tenacity,Brave Smite,17:25,1,3,3,8854,15,Lose,1,0,1,6,6
3/15/2024,Regular Season,1,EVOS Glory,VAN,Fanny,Assassin,Nolan,Assassin,Retribution,Assassin,Swift,Master Assassin,Lethal Ignition,17:25,2,3,0,10148,15,Lose,1,0,1,6,6
3/15/2024,Regular Season,1,EVOS Glory,Warlord,Nana,Mage,Ruby,Fighter/Tank,Purify,Mage,Rupture,Wilderness Blessing.,Impure Rage,17:25,1,0,3,9160,15,Lose,1,0,1,6,6
3/15/2024,Regular Season,1,EVOS Glory,VaanStrong,Minotaur,Tank/Support,Grock,Tank/Fighter,Flicker,Tank,Firmness,Bargain Hunter,Concussive Blast,17:25,0,3,3,7061,15,Lose,1,0,1,6,6
3/15/2024,Regular Season,1,EVOS Glory,Super Red,Harith,Mage,Tigreal,Tank,Purify,Mage,Inspire,Festival of Blood,Impure Rage,17:25,1,1,1,10399,15,Lose,1,0,1,6,6
3/15/2024,Regular Season,2,EVOS Glory,Veldora,Terizla,Fighter,Ruby,Fighter/Tank,Flicker,Fighter,Thrill,Festival of Blood,Brave Smite,15:09,1,3,3,6382,12,Lose,1,0,1,8,5
3/15/2024,Regular Season,2,EVOS Glory,VAN,Nolan,Assassin,Arlott,Fighter/Assassin,Retribution,Assassin,Thrill,Seasoned Hunter,Lethal Ignition,15:09,1,3,3,8867,15,Lose,1,0,1,8,5
3/15/2024,Regular Season,2,EVOS Glory,Warlord,Vexana,Mage,Angela,Support,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,15:09,2,1,5,8245,14,Lose,1,0,1,8,5
3/15/2024,Regular Season,2,EVOS Glory,VaanStrong,Minotaur,Tank/Support,Phoveus,Fighter,Flicker,Tank,Vitality,Bargain Hunter,Concussive Blast,15:09,2,4,5,6242,13,Lose,1,0,1,8,5
3/15/2024,Regular Season,2,EVOS Glory,Super Red,Bruno,Marksman,Paquito,Fighter/Assassin,Purify,Assassin,Fatal,Master Assassin,Quantum Charge,15:09,1,2,1,8892,14,Lose,1,0,1,8,5
3/15/2024,Regular Season,2,AURA Fire,Aran,Benedetta,Assassin/Fighter,Natan,Marksman,Petrify,Fighter,Rupture,Festival of Blood,Lethal Ignition,15:09,5,1,3,11527,15,Win,8,2,2,7,9
3/15/2024,Regular Season,2,AURA Fire,Gugun,Baxia,Tank,Claude,Marksman,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,15:09,2,0,8,9526,15,Win,8,2,2,7,9
3/15/2024,Regular Season,2,AURA Fire,Yehezkiel,Nana,Mage,Harith,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,15:09,2,1,9,8674,14,Win,8,2,2,7,9
3/15/2024,Regular Season,2,AURA Fire,Yawi,Tigreal,Tank,Cici,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,15:09,0,5,11,7199,14,Win,8,2,2,7,9
3/15/2024,Regular Season,2,AURA Fire,Kabuki,Karrie,Marksman,Mathilda,Support/Assassin,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,15:09,4,0,4,12569,15,Win,8,2,2,7,9
3/16/2024,Regular Season,1,Alter Ego,Pai,X.Borg,Fighter,Grock,Tank/Fighter,Flicker,Tank,Vitality,Festival of Blood,Impure Rage,18:24,1,1,10,12195,15,Win,9,3,1,11,12
3/16/2024,Regular Season,1,Alter Ego,Tazz,Baxia,Tank,Paquito,Fighter/Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,18:24,0,2,11,10032,15,Win,9,3,1,11,12
3/16/2024,Regular Season,1,Alter Ego,Cr1te,Valentina,Mage,Novaria,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,18:24,5,2,9,10932,15,Win,9,3,1,11,12
3/16/2024,Regular Season,1,Alter Ego,Rasy,Ruby,Fighter/Tank,Fanny,Assassin,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,18:24,0,4,10,8710,15,Win,9,3,1,11,12
3/16/2024,Regular Season,1,Alter Ego,Nino,Bruno,Marksman,Joy,Assassin,Purify,Assassin,Fatal,Tenacity,Quantum Charge,18:24,9,0,5,14824,15,Win,9,3,1,11,12
3/16/2024,Regular Season,1,"Bigetron Alpha",Xorizo,Arlott,Fighter/Assassin,Nolan,Assassin,Flicker,Mage,Thrill,Wilderness Blessing.,Brave Smite,18:24,2,4,4,8667,15,Lose,2,0,2,6,5
3/16/2024,Regular Season,1,"Bigetron Alpha",Kenn,Barats,Tank/Fighter,Mathilda,Support/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,18:24,2,4,5,9200,15,Lose,2,0,2,6,5
3/16/2024,Regular Season,1,"Bigetron Alpha",Morenoo,Lylia,Mage,Terizla,Fighter,Purify,Mage,Inspire,Bargain Hunter,Impure Rage,18:24,1,2,8,10694,15,Lose,2,0,2,6,5
3/16/2024,Regular Season,1,"Bigetron Alpha",Kyy,Minotaur,Tank/Support,Yu Zhong,Fighter,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,18:24,0,4,9,7683,15,Lose,2,0,2,6,5
3/16/2024,Regular Season,1,"Bigetron Alpha",EMANN,Karrie,Marksman,Fredrinn,Fighter/Tank,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,18:24,4,1,1,12872,1,Lose,2,0,2,6,5
3/16/2024,Regular Season,2,Alter Ego,Pai,Yu Zhong,Fighter,X.Borg,Fighter,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,14:58,3,5,2,7680,5,Lose,1,0,2,4,5
3/16/2024,Regular Season,2,Alter Ego,Tazz,Fredrinn,Fighter/Tank,Diggie,Support,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,14:58,0,3,6,7651,14,Lose,1,0,2,4,5
3/16/2024,Regular Season,2,Alter Ego,Cr1te,Nana,Mage,Novaria,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,14:58,2,0,4,7825,13,Lose,1,0,2,4,5
3/16/2024,Regular Season,2,Alter Ego,Rasy,Arlott,Fighter/Assassin,Fanny,Assassin,Flicker,Tank,Rupture,Tenacity,Brave Smite,14:58,0,5,4,6411,13,Lose,1,0,2,4,5
3/16/2024,Regular Season,2,Alter Ego,Nino,Karrie,Marksman,Joy,Assassin,Purify,Fighter,Swift,Festival of Blood,Brave Smite,14:58,2,1,2,10871,15,Lose,1,0,2,4,5
3/16/2024,Regular Season,2,"Bigetron Alpha",Xorizo,Paquito,Fighter/Assassin,Nolan,Assassin,Sprint,Fighter,Agility,Festival of Blood,Quantum Charge,14:58,1,1,12,9984,15,Win,9,2,1,9,9
3/16/2024,Regular Season,2,"Bigetron Alpha",Kenn,Barats,Tank/Fighter,Mathilda,Support/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,14:58,1,4,10,9010,15,Win,9,2,1,9,9
3/16/2024,Regular Season,2,"Bigetron Alpha",Morenoo,Valentina,Mage,Vexana,Mage,Purify,Mage,Agility,Wilderness Blessing.,Impure Rage,14:58,6,0,7,10195,15,Win,9,2,1,9,9
3/16/2024,Regular Season,2,"Bigetron Alpha",Kyy,Ruby,Fighter/Tank,Lylia,Mage,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,14:58,2,1,7,7940,14,Win,9,2,1,9,9
3/16/2024,Regular Season,2,"Bigetron Alpha",EMANN,Bruno,Marksman,Terizla,Fighter,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,14:58,4,1,7,13379,15,Win,9,2,1,9,9
3/16/2024,Regular Season,3,Alter Ego,Pai,Arlott,Fighter/Assassin,Ixia,Marksman,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,13:52,5,0,6,8533,14,Win,7,2,2,7,8
3/16/2024,Regular Season,3,Alter Ego,Tazz,Baxia,Tank,Brody,Marksman,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,13:52,3,0,10,8877,15,Win,7,2,2,7,8
3/16/2024,Regular Season,3,Alter Ego,Cr1te,Xavier,Mage,Novaria,Mage,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,13:52,5,1,11,9456,14,Win,7,2,2,7,8
3/16/2024,Regular Season,3,Alter Ego,Rasy,Ruby,Fighter/Tank,Fanny,Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,13:52,1,3,12,7398,13,Win,7,2,2,7,8
3/16/2024,Regular Season,3,Alter Ego,Nino,Bruno,Marksman,Joy,Assassin,Purify,Assassin,Fatal,Tenacity,Quantum Charge,13:52,3,0,4,10428,15,Win,7,2,2,7,8
3/16/2024,Regular Season,3,"Bigetron Alpha",Xorizo,X.Borg,Fighter,Nolan,Assassin,Flicker,Tank,Agility,Festival of Blood,Brave Smite,13:52,2,2,1,6727,12,Lose,2,0,1,6,5
3/16/2024,Regular Season,3,"Bigetron Alpha",Kenn,Barats,Tank/Fighter,Mathilda,Support/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,13:52,0,6,4,6328,13,Lose,2,0,1,6,5
3/16/2024,Regular Season,3,"Bigetron Alpha",Morenoo,Valentina,Mage,Vexana,Mage,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,13:52,1,2,3,6328,12,Lose,2,0,1,6,5
3/16/2024,Regular Season,3,"Bigetron Alpha",Kyy,Grock,Tank/Fighter,Angela,Support,Flicker,Common,Agility,Wilderness Blessing.,Brave Smite,13:52,0,3,4,5243,12,Lose,2,0,1,6,5
